,,,,TI200924A,TI201001A3,TI201001A1,H207712,H207715,H207719,H207717,H207720,H207726,H207730
,,,,2020-09-24,2020-10-01,2020-10-01,2020-10-15,2020-10-22,2020-10-24,2020-10-29,2020-11-05,2020-11-12,2020-11-19
,,,,2020-10-07,2020-10-14,2020-10-16,2020-10-30,2020-11-04,2020-11-06,2020-11-11,2020-11-18,2020-11-27,2020-12-04
013CH232WI-07C SN/03,ｶﾊﾞｰ,6,0,,,,,,,,,,,,,,
013CH232WI-08C SN/03,ｶﾊﾞｰ,2,3,,1.0,,,2.0,,5.0,5.0,5.0,,,,,
013CH232WI-09C SN/03,ｶﾊﾞｰ,0,4,,1.0,,,4.0,,5.0,5.0,5.0,,,,,
013CH232WI-17C SN/03,ｶﾊﾞｰ,0,1,,,,,,,,,5.0,,,,,
013CH232WI-20NC SN/03,ｶﾊﾞｰ,4,0,,,,,,,,,2.0,,,,,
013CH232W-35C SN/03,ｶﾊﾞｰ,0,4,,10.0,,,,,,,,,,,,
013CH232W-37C SN/03,ｶﾊﾞｰ,0,24,20.0,,,,20.0,,20.0,20.0,,,,,,
013CH232WI-49C SN/03,ｶﾊﾞｰ,1,2,,,,3.0,,,,5.0,,,,,,
013CH232WI-50C SN/03,ｶﾊﾞｰ,10,2,,,,,,,,3.0,,,,,,
013CH232WI-03C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH232WI-06C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH232WI-07C SP/122N,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,
013CH232WI-08C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH232WI-09C SP/122N,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,
013CH232WI-17C SP/122N,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,
013CH232W-35C SP/122N,ｶﾊﾞｰ,4,0,,,,,,,,,,,,,,
013CH232W-37C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH232WI-49C SP/122N,ｶﾊﾞｰ,6,0,,,,,,,,,,,,,,
013CH232WI-50C SP/122N,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,
013CH232WI-03C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH232WI-06C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH232WI-07C SP/126N,ｶﾊﾞｰ,7,0,,,,,,,,,,,,,,
013CH232WI-08C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH232WI-09C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH232WI-17C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH232W-35C SP/126N,ｶﾊﾞｰ,20,10,,,,,,,,,,,,,,
013CH232W-37C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH232WI-49C SP/126N,ｶﾊﾞｰ,4,0,,,,,,,,,,,,,,
013CH232WI-50C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH232WI-03C SP/206,ｶﾊﾞｰ,5,0,,,,,,,,,,,,,,
013CH232WI-08C SP/206,ｶﾊﾞｰ,7,0,,,,,,,,,,,,,,
013CH232WI-09C SP/206,ｶﾊﾞｰ,9,0,,,,,,,,,,,,,,
013CH232WI-17C SP/206,ｶﾊﾞｰ,5,0,,,,,,,,,,,,,,
013CH232WI-20NC SP/206,ｶﾊﾞｰ,5,0,,,,,,,,,,,,,,
013CH232W-35C SP/206,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,
013CH232W-37C SP/206,ｶﾊﾞｰ,32,0,,,,,,,,,,,,,,
013CH232WI-49C SP/206,ｶﾊﾞｰ,5,0,,,,,,,,,,,,,,
013CH232WI-50C SP/206,ｶﾊﾞｰ,8,0,,,,,,,,,,,,,,
013CH232WI-03C SP/207,ｶﾊﾞｰ,9,0,,,,,,,,,,,,,,
013CH232WI-08C SP/207,ｶﾊﾞｰ,8,0,,,,,,,,,,,,,,
013CH232WI-09C SP/207,ｶﾊﾞｰ,9,0,,,,,,,,,,,,,,
013CH232WI-17C SP/207,ｶﾊﾞｰ,6,0,,,,,,,,,,,,,,
013CH232WI-20NC SP/207,ｶﾊﾞｰ,6,0,,,,,,,,,,,,,,
013CH232W-35C SP/207,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,
013CH232W-37C SP/207,ｶﾊﾞｰ,43,0,,,,,,,,,,,,,,
013CH232WI-49C SP/207,ｶﾊﾞｰ,7,0,,,,,,,,,,,,,,
013CH232WI-50C SP/207,ｶﾊﾞｰ,6,0,,,,,,,,,,,,,,
013CH232WI-03C SP/209,ｶﾊﾞｰ,2,1,,,,,,,,,,,,,,
013CH232WI-08C SP/209,ｶﾊﾞｰ,6,1,,,,,,,,,,,,,,
013CH232WI-09C SP/209,ｶﾊﾞｰ,5,1,,,,,,,,,,,,,,
013CH232WI-17C SP/209,ｶﾊﾞｰ,5,0,,,,,,,,,,,,,,
013CH232WI-20NC SP/209,ｶﾊﾞｰ,4,0,,,,,,,,,,,,,,
013CH232W-35C SP/209,ｶﾊﾞｰ,0,0,,,,,,,4.0,,,,,,,
013CH232W-37C SP/209,ｶﾊﾞｰ,19,9,,,,,,,,,,,,,,
013CH232WI-49C SP/209,ｶﾊﾞｰ,7,1,,,,,,,,,,,,,,
013CH232WI-50C SP/209,ｶﾊﾞｰ,5,1,,,,,,,,,,,,,,
013CH271I-03C SN/01,ｶﾊﾞｰ,4,4,,,,,,,5.0,,,,,,,
013CH271I-08C SN/01,ｶﾊﾞｰ,10,7,,,,3.0,,,,,,3.0,,,,
013CH271I-09C SN/01,ｶﾊﾞｰ,10,5,,,,,,,,,,,,,,
013CH271I-17C SN/01,ｶﾊﾞｰ,4,5,,2.0,,2.0,,,,,,,,,,
013CH271-35C SN/01,ｶﾊﾞｰ,7,3,,,,,,,,,,5.0,,,,
013CH271-37C SN/01,ｶﾊﾞｰ,11,44,,30.0,,,20.0,,,,,,,,,
013CH271I-41C SN/01,ｶﾊﾞｰ,4,4,,,,3.0,,,,,,,,,,
013CH271I-42C SN/01,ｶﾊﾞｰ,2,3,,,,3.0,,,,,,,,,,
013CH271I-49C SN/01,ｶﾊﾞｰ,17,8,,,,,,,,,,,,,,
013CH271I-50C SN/01,ｶﾊﾞｰ,3,9,,,,5.0,,,,,5.0,,,,,
013CH271I-03C SN/02,ｶﾊﾞｰ,10,3,,,,,,,,,,,,,,
013CH271I-08C SN/02,ｶﾊﾞｰ,9,4,,,,,,,,,,3.0,,,,
013CH271I-09C SN/02,ｶﾊﾞｰ,13,3,,,,,,,,,,,,,,
013CH271I-17C SN/02,ｶﾊﾞｰ,8,3,,,,,,,,,,,,,,
013CH271-35C SN/02,ｶﾊﾞｰ,0,5,,10.0,,,,,,,,10.0,,,,
013CH271-37C SN/02,ｶﾊﾞｰ,44,30,,,,,,,,,20.0,,,,,
013CH271I-41C SN/02,ｶﾊﾞｰ,4,2,,,,,,,,,,,,,,
013CH271I-42C SN/02,ｶﾊﾞｰ,4,2,,,,,,,,,,3.0,,,,
013CH271I-49C SN/02,ｶﾊﾞｰ,19,6,,,,,,,,,,,,,,
013CH271I-50C SN/02,ｶﾊﾞｰ,13,6,,,,,,,,,,5.0,,,,
013CH271I-03C SN/03,ｶﾊﾞｰ,1,5,,,,,,,5.0,,5.0,,,,,
013CH271I-08C SN/03,ｶﾊﾞｰ,10,8,,,,,,,,2.0,,1.0,,,,
013CH271I-09C SN/03,ｶﾊﾞｰ,6,3,,,,,,,,,,,,,,
013CH271I-17C SN/03,ｶﾊﾞｰ,8,7,,,,5.0,,,,,2.0,8.0,,,,
013CH271-35C SN/03,ｶﾊﾞｰ,3,4,,,,5.0,,,,,,5.0,,,,
013CH271-37C SN/03,ｶﾊﾞｰ,0,64,44.0,42.0,,,,,,10.0,10.0,,,,,
013CH271I-41C SN/03,ｶﾊﾞｰ,3,8,1.0,,,,1.0,,5.0,5.0,5.0,,,,,
013CH271I-42C SN/03,ｶﾊﾞｰ,0,3,11.0,1.0,,,1.0,,,6.0,,,,,,
013CH271I-49C SN/03,ｶﾊﾞｰ,6,13,1.0,,,5.0,,,,5.0,3.0,,,,,
013CH271I-50C SN/03,ｶﾊﾞｰ,3,12,7.0,7.0,,,3.0,,2.0,8.0,,,,,,
013CH271I-03C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH271I-08C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH271I-09C SP/122N,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,
013CH271I-17C SP/122N,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,
013CH271-35C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH271-37C SP/122N,ｶﾊﾞｰ,4,0,,,,,,,,,,,,,,
013CH271I-41C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH271I-42C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH271I-49C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH271I-50C SP/122N,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,
013CH271I-03C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH271I-08C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH271I-09C SP/126N,ｶﾊﾞｰ,5,1,,,,,,,,,,,,,,
013CH271I-17C SP/126N,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,
013CH271-35C SP/126N,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,
013CH271-37C SP/126N,ｶﾊﾞｰ,7,2,,,,,,,,,,,,,,
013CH271I-41C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH271I-42C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH271I-49C SP/126N,ｶﾊﾞｰ,1,1,,,,,,,,,,,,,,
013CH271I-50C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,
013CH271I-03C SP/180,ｶﾊﾞｰ,4,1,,,,,,,,,,,,,,
013CH271I-08C SP/180,ｶﾊﾞｰ,3,5,,,,,,,,3.0,2.0,,,,,
013CH271I-09C SP/180,ｶﾊﾞｰ,6,2,,,,,,,,,,,,,,
013CH271I-17C SP/180,ｶﾊﾞｰ,4,3,,,,,,,,,,,,,,
013CH271-35C SP/180,ｶﾊﾞｰ,6,11,,5.0,,,,,5.0,,,1.0,,,,
013CH271-37C SP/180,ｶﾊﾞｰ,16,36,,,,20.0,,,,10.0,10.0,,,,,
013CH271I-41C SP/180,ｶﾊﾞｰ,0,6,,6.0,,,,,,3.0,2.0,6.0,,,,
013CH271I-42C SP/180,ｶﾊﾞｰ,3,5,,1.0,,1.0,,,,1.0,2.0,1.0,,,,
013CH271I-49C SP/180,ｶﾊﾞｰ,1,9,5.0,,,,,,,3.0,2.0,,,,,
013CH271I-50C SP/180,ｶﾊﾞｰ,2,9,,2.0,,1.0,1.0,,,1.0,3.0,2.0,,,,
013CH271I-03C SP/181,ｶﾊﾞｰ,6,2,,,,,,,,,,,,,,
013CH271I-08C SP/181,ｶﾊﾞｰ,4,1,,,,,,,,,,,,,,
013CH271I-09C SP/181,ｶﾊﾞｰ,0,3,,3.0,,,,,,,2.0,,,,,
013CH271I-17C SP/181,ｶﾊﾞｰ,6,3,,1.0,,,,,,,,,,,,
013CH271-35C SP/181,ｶﾊﾞｰ,6,0,,,,,,,,,,,,,,
013CH271-37C SP/181,ｶﾊﾞｰ,42,12,,,,,,,,,,,,,,
013CH271I-41C SP/181,ｶﾊﾞｰ,4,0,,,,,,,,,,,,,,
013CH271I-42C SP/181,ｶﾊﾞｰ,3,1,,,,,,,,,,,,,,
013CH271I-49C SP/181,ｶﾊﾞｰ,10,2,,,,,,,,,,,,,,
013CH271I-50C SP/181,ｶﾊﾞｰ,7,1,,,,,,,,,,,,,,
013CH271I-03C SP/182,ｶﾊﾞｰ,4,0,,,,,,,,,,,,,,
013CH271I-08C SP/182,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,
013CH271I-09C SP/182,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,
013CH271I-17C SP/182,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,
013CH271-35C SP/182,ｶﾊﾞｰ,8,4,,,,,,,,10.0,,,,,,
013CH271-37C SP/182,ｶﾊﾞｰ,17,6,,,,,,,,,,,,,,
013CH271I-41C SP/182,ｶﾊﾞｰ,0,1,,,,,,,,,2.0,,,,,
013CH271I-42C SP/182,ｶﾊﾞｰ,5,0,,,,,,,,,,,,,,
013CH271I-49C SP/182,ｶﾊﾞｰ,0,1,,,,2.0,,,,,,,,,,
013CH271I-50C SP/182,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,
013CH271I-03C SP/183,ｶﾊﾞｰ,5,4,,4.0,,2.0,,,,,2.0,,,,,
013CH271I-08C SP/183,ｶﾊﾞｰ,16,16,,,,5.0,,,,3.0,,4.0,,,,
013CH271I-09C SP/183,ｶﾊﾞｰ,18,10,,,,,,,,,,,,,,
013CH271I-17C SP/183,ｶﾊﾞｰ,7,12,,1.0,,10.0,,,,,,3.0,,,,
013CH271-35C SP/183,ｶﾊﾞｰ,8,6,,,,,,,,,10.0,,,,,
013CH271-37C SP/183,ｶﾊﾞｰ,54,82,30.0,30.0,,20.0,,,,,20.0,,,,,
013CH271I-41C SP/183,ｶﾊﾞｰ,12,3,,,,,,,,,,2.0,,,,
013CH271I-42C SP/183,ｶﾊﾞｰ,3,6,,,,5.0,,,,,3.0,,,,,
013CH271I-49C SP/183,ｶﾊﾞｰ,26,13,,,,,,,,,,,,,,
013CH271I-50C SP/183,ｶﾊﾞｰ,26,23,,,,,,,2.0,4.0,2.0,3.0,,,,
013CH271I-03C SP/184,ｶﾊﾞｰ,4,0,,,,,,,,,,,,,,
013CH271I-08C SP/184,ｶﾊﾞｰ,3,1,,,,,,,,,,,,,,
013CH271I-09C SP/184,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,
013CH271I-17C SP/184,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,
013CH271-35C SP/184,ｶﾊﾞｰ,0,8,,10.0,,,,,,,,5.0,,,,
013CH271-37C SP/184,ｶﾊﾞｰ,13,2,,,,,,,,,,,,,,
013CH271I-41C SP/184,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,
013CH271I-42C SP/184,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,
013CH271I-49C SP/184,ｶﾊﾞｰ,2,0,,,,2.0,,,,,,,,,,
013CH271I-50C SP/184,ｶﾊﾞｰ,4,1,,,,,,,,,,,,,,
013CH1069-02C SP/176,INCOON,6,0,,,,,,,,,,,,,,
013CH1069-03C SP/176,INCOON,1,1,,,,2.0,,,,,,,,,,
013CH1069-59C SP/176,INCOON,1,1,,,,2.0,,,,,,,,,,
013CH1069-02C SP/178,INCOON,2,0,,,,,,,,,,,,,,
013CH1069-03C SP/178,INCOON,10,4,,,,,,,3.0,,,,,,,
013CH1069-59C SP/178,INCOON,4,4,,,,,,,8.0,,,,,,,
013CH1069-02C SP/197,INCOON,3,0,,,,,,,,,,,,,,
013CH1069-03C SP/197,INCOON,10,0,,,,,,,,,,,,,,
013CH1069-59C SP/197,INCOON,6,0,,,,,,,,,,,,,,
013CH1069-02C SP/198,INCOON,7,0,,,,,,,,,,,,,,
013CH1069-03C SP/198,INCOON,8,0,,,,,,,,,,,,,,
013CH1069-59C SP/198,INCOON,10,0,,,,,,,,,,,,,,
013CH1070-03C SN/02,INCOON,0,0,,,,,,,,,,3.0,,,,
013CH1070-03LC SN/02,INCOON,8,5,,,,,,,,,,,,,,
013CH1070-17C SN/02,INCOON,0,3,,4.0,,,,,,2.0,,,,,,
013CH1070-03C SN/03,INCOON,9,0,,,,,,,,,,,,,,
013CH1070-03LC SN/03,INCOON,18,0,,,,,,,,,,,,,,
013CH1070-17C SN/03,INCOON,10,0,,,,,,,,,,,,,,
013CH1070-17C SP/176,INCOON,0,1,2.0,,,,,,,,1.0,,,,,
013CH1070-17C SP/178,INCOON,3,1,,,,,,,,2.0,,,,,,
013CH1070-03C SP/180,INCOON,9,0,,,,,,,,,,,,,,
013CH1070-03LC SP/180,INCOON,2,0,,,,,,,,,,,,,,
013CH1070-17C SP/180,INCOON,11,0,,,,,,,,,,,,,,
013CH1070-03C SP/183,INCOON,6,3,,,,,,,,,,,,,,
013CH1070-03LC SP/183,INCOON,14,0,2.0,,,1.0,,,,2.0,,,,,,
013CH1070-17C SP/183,INCOON,4,1,,2.0,,,,,,,,1.0,,,,
013CH1070-17C SP/197,INCOON,4,0,,,,,,,,,,,,,,
013CH1070-17C SP/198,INCOON,5,0,,,,,,,,,,,,,,
014CH1069-02B,INCOON,4,0,,,,,,,,,,,,,,
014CH1069-03B,INCOON,3,4,,,,,,,8.0,,,,,,,
014CH1069-59B,INCOON,7,4,,,,,,,3.0,,,,,,,
014CH1070-03B,INCOON,3,3,,3.0,,,,,,,,,,,,
014CH1070-03LB,INCOON,12,2,,,,2.0,,,2.0,,,2.0,,,,
014CH1070-17B,INCOON,3,3,2.0,4.0,,2.0,2.0,,2.0,3.0,,,,,,
CH1071E-03SET DB SN/01,INCOON,3,7,,,,10.0,,,,,8.0,,,,,
CH1071E-03SET DB SN/02,INCOON,0,0,,,,10.0,,,,,,,,,,
CH1071E-03SET DB SN/03,INCOON,-2,7,,,,10.0,,,5.0,,,,,,,
CH1071N-03SET DB SN/01,INCOON,0,0,,,,,,,,,,,,,,
CH1071N-03SET DB SN/02,INCOON,0,0,,,,,,,,,,,,,,
CH1071N-03SET DB SN/03,INCOON,7,0,,,,,,,,,,,,,,
CH1072-20SET SP/206,INCOON,5,3,,,,,,,,,,,,,,
CH1072-20SSET SP/206,INCOON,8,0,,,,,,,,,,,,,,
CH1072-31LSET SP/206,INCOON,8,1,,,,,,,,,,,,,,
CH1072-32LSET SP/206,INCOON,3,2,,,,,,,,,,,,,,
CH1072-20SET SP/207,INCOON,7,0,,,,,,,,,,,,,,
CH1072-20SSET SP/207,INCOON,7,1,,,,,,,,,,,,,,
CH1072-31LSET SP/207,INCOON,2,1,,,,,,,,,,2.0,,,,
CH1072-32LSET SP/207,INCOON,0,1,,,,,1.0,,,,3.0,,,,,
CH1072-20SET SP/209,INCOON,0,3,,,,2.0,2.0,,,3.0,,,,,,
CH1072-20SSET SP/209,INCOON,2,1,,,,,,,,2.0,,,,,,
CH1072-31LSET SP/209,INCOON,0,5,,,,,2.0,,,3.0,,,,,,
CH1072-32LSET SP/209,INCOON,3,1,,,,,,,,2.0,3.0,,,,,
CH271E-08 SP/183,INCOON,0,5,,,,7.0,,,,,3.0,4.0,,,,
CH271E-09 SP/183,INCOON,0,5,,,,6.0,,,,,2.0,3.0,,,,
CH271E-41 SP/183,INCOON,0,0,,,,2.0,,,,,2.0,2.0,,,,
CH271E-42 SP/183,INCOON,0,0,,,,2.0,,,,,3.0,2.0,,,,
CH271E-49 SP/183,INCOON,0,6,,,,8.0,,,,,2.0,4.0,,,,
CH271E-50 SP/183,INCOON,0,3,,,,9.0,,,,,3.0,3.0,,,,
015ICR-10Mｱｳﾀｰｶﾊﾞｰ,INCOON BED,25,1,,,,,,,,,,,,,,
015ICR-10Mｲﾝﾅｰｶﾊﾞｰ,INCOON BED,25,1,,,,,,,,,,,,,,
015ICR-12Mｱｳﾀｰｶﾊﾞｰ,INCOON BED,15,0,,,,,,,,,,,,,,
015ICR-12Mｲﾝﾅｰｶﾊﾞｰ,INCOON BED,15,0,,,,,,,,,,,,,,
015ICR-14Mｱｳﾀｰｶﾊﾞｰ,INCOON BED,21,2,,,,,,,,,,,,,,
015ICR-14Mｲﾝﾅｰｶﾊﾞｰ,INCOON BED,21,2,,,,,,,,,,,,,,
CHY038-10F SN/03,INCOON BED,4,0,,,,,,,,,,,,,,
CHY038-12F SN/03,INCOON BED,3,0,,,,,,,,,,,,,,
CHY038-14F SN/03,INCOON BED,8,0,,,,,,,,,,,,,,
CHY039-14F SP/183,INCOON BED,4,0,,1.0,,,,,,,,,,,,
CHY040-10F SP/197,INCOON BED,1,0,,,,,,,,,,1.0,,,,
CHY040-14F SP/197,INCOON BED,3,0,,,,,,,,,,,,,,
015HF-08MIC,HYPERFLEX,16,0,,,,,,,,,,,,,,
015HF-08MOC,HYPERFLEX,16,0,,,,,,,,,,,,,,
015HF-10MIC,HYPERFLEX,11,0,,,,,,,,,,,,,,
015HF-10MOC,HYPERFLEX,11,0,,,,,,,,,,,,,,
